target_lab,target_weights
75.10006894989226;16.705122987487165;66.93007842590625,0.0;0.0;0.75;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
100.0;0.00526049995830391;-0.010408184525267927,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
78.8233186172367;27.213567616692856;-1.6161849031637754,0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.75;0.0;0.0;0.0
62.85707620390839;47.54944209068979;1.024975710165088,0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.0
50.75880306639823;56.59202465522745;11.488336866580372,0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.25;0.0;0.0;0.0
40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
97.40130917521249;-9.596366332143669;36.02779230578066,0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0
77.42903649152855;19.07708801943325;30.943635149769257,0.0;0.0;0.25;0.0;0.25;0.0;0.0;0.5;0.0;0.0;0.0
62.6789306105733;38.44343067368977;34.17843343749798,0.0;0.0;0.25;0.0;0.5;0.0;0.0;0.25;0.0;0.0;0.0
49.818725993606265;51.046806189446734;40.58734193247342,0.0;0.0;0.25;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0
95.57892949830014;-13.751606889197687;63.68182199868655,0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0
76.76316798563418;15.000586514150482;55.73895497972063,0.0;0.0;0.5;0.0;0.25;0.0;0.0;0.25;0.0;0.0;0.0
61.08830616024795;38.56320162512122;50.95596837486652,0.0;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0
94.20729659133299;-14.489289249530357;80.6713580526524,0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0
75.10006894989226;16.705122987487165;66.93007842590625,0.0;0.0;0.75;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16.24447400883688;44.35786734366931;-64.94072656183228,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
16.399445773979515;41.916048629226374;-58.317606666540826,0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.75;0.0;0.0
19.63152098571844;35.31819819934404;-34.704476368525484,0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0
28.192311773971873;39.27038314803949;0.5482189828850736,0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.25;0.0;0.0
40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
32.7415223702637;-10.147941401120297;-19.305921184013787,0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0
32.44663075410573;1.7784934360862426;-8.778153293177782,0.0;0.0;0.25;0.0;0.25;0.0;0.0;0.0;0.5;0.0;0.0
38.83754572349751;20.290001179785218;17.553538870429175,0.0;0.0;0.25;0.0;0.5;0.0;0.0;0.0;0.25;0.0;0.0
49.818725993606265;51.046806189446734;40.58734193247342,0.0;0.0;0.25;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0
54.57037079977823;-40.239668742041324;26.33894831144653,0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0
54.28982535174353;-9.433861965077284;35.40845577808177,0.0;0.0;0.5;0.0;0.25;0.0;0.0;0.0;0.25;0.0;0.0
61.08830616024795;38.56320162512122;50.95596837486652,0.0;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0
74.34967113283167;-42.71531191441363;60.62473154802218,0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0
75.10006894989226;16.705122987487165;66.93007842590625,0.0;0.0;0.75;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
7.451805111631355;16.510791232636866;6.527446899046785,0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.75;0.0
19.185736293153013;30.04039103663747;18.67403157743212,0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;0.0
30.115140812618726;43.07120512467832;27.252640080430435,0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.25;0.0
40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
22.656602584517124;-14.133387006807553;23.911648170192347,0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0
32.07415730090332;5.885249200415443;30.958468994248566,0.0;0.0;0.25;0.0;0.25;0.0;0.0;0.0;0.0;0.5;0.0
39.52841958380918;32.19640697318204;34.898364071899415,0.0;0.0;0.25;0.0;0.5;0.0;0.0;0.0;0.0;0.25;0.0
49.818725993606265;51.046806189446734;40.58734193247342,0.0;0.0;0.25;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0
47.51573576637877;-21.523491933675643;44.800938456399244,0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0
52.88939797775441;8.800778620801363;46.291783766862885,0.0;0.0;0.5;0.0;0.25;0.0;0.0;0.0;0.0;0.25;0.0
61.08830616024795;38.56320162512122;50.95596837486652,0.0;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0
70.87533646821598;-21.701251080708918;66.50186132822076,0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0
75.10006894989226;16.705122987487165;66.93007842590625,0.0;0.0;0.75;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19.312936634389438;-0.41324827279839993;-24.88657164896193,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
18.827576386130133;15.266282539683957;-34.23672928540136,0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.75
22.179831646056762;22.67529218996378;-20.68514631933057,0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5
29.55781944691205;36.12166723520713;6.545703642872603,0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.25
40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
40.35577496018412;-31.74677013083785;6.262624999739086,0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75
37.722242987021374;-11.980163612439032;6.479878030637753,0.0;0.0;0.25;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.5
40.522861254595796;15.753765469317477;22.163765191060325,0.0;0.0;0.25;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.25
49.818725993606265;51.046806189446734;40.58734193247342,0.0;0.0;0.25;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0
59.78568277248836;-49.76875426324007;37.48768618215279,0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5
56.481303663971474;-14.554408744150427;39.98885801718058,0.0;0.0;0.5;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.25
61.08830616024795;38.56320162512122;50.95596837486652,0.0;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0
76.59613521696106;-47.12225568981954;64.60790876538529,0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25
75.10006894989226;16.705122987487165;66.93007842590625,0.0;0.0;0.75;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67.64497183318726;41.34904304583387;74.38042449068686,0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
61.32618663044565;35.45883401568256;67.02235606731377,0.0;0.0;0.0;0.0;0.0;0.25;0.75;0.0;0.0;0.0;0.0
55.55180224038958;30.075048927099836;59.980976403364004,0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;0.0;0.0;0.0
50.43705967869954;24.265526267837455;53.25063671766165,0.0;0.0;0.0;0.0;0.0;0.75;0.25;0.0;0.0;0.0;0.0
45.83013734686718;20.028389728642402;46.87686885739514,0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
73.14891929196875;28.161206509130622;76.844877469871,0.0;0.0;0.25;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0
66.29514595707892;23.0988448244141;68.22576016548093,0.0;0.0;0.25;0.0;0.0;0.25;0.5;0.0;0.0;0.0;0.0
62.10443463361716;17.94408346651827;62.37194283801525,0.0;0.0;0.25;0.0;0.0;0.5;0.25;0.0;0.0;0.0;0.0
56.82170056132033;13.051179388441358;54.4723071995626,0.0;0.0;0.25;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0
79.37159260360065;14.148354067695212;80.32762564204872,0.0;0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0
73.70860578840212;9.516935448365738;72.33178981281185,0.0;0.0;0.5;0.0;0.0;0.25;0.25;0.0;0.0;0.0;0.0
68.72683277606131;4.631708672008738;64.41304914350339,0.0;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0
85.96162239365037;0.3223420542054489;84.05438530063935,0.0;0.0;0.75;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0
80.79796922046795;-4.869600889875702;75.9436628550341,0.0;0.0;0.75;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
100.0;0.00526049995830391;-0.010408184525267927,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
85.15891725592407;3.810548435749739;20.694936642743333,0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.75;0.0;0.0;0.0
72.77907331796466;8.874311319220174;38.03856409867961,0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.5;0.0;0.0;0.0
60.54309172555769;14.118704928542503;47.551096690349404,0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.25;0.0;0.0;0.0
45.83013734686718;20.028389728642402;46.87686885739514,0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
97.40130917521249;-9.596366332143669;36.02779230578066,0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0
84.20229007799027;-2.8882351691409403;50.45894132381452,0.0;0.0;0.25;0.0;0.0;0.25;0.0;0.5;0.0;0.0;0.0
72.88235766403743;3.1661293937638724;63.423442916833984,0.0;0.0;0.25;0.0;0.0;0.5;0.0;0.25;0.0;0.0;0.0
56.82170056132033;13.051179388441358;54.4723071995626,0.0;0.0;0.25;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0
95.57892949830014;-13.751606889197687;63.68182199868655,0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0
82.92851340891896;-4.802832064933815;69.32534171848349,0.0;0.0;0.5;0.0;0.0;0.25;0.0;0.25;0.0;0.0;0.0
68.72683277606131;4.631708672008738;64.41304914350339,0.0;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0
94.20729659133299;-14.489289249530357;80.6713580526524,0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0
80.79796922046795;-4.869600889875702;75.9436628550341,0.0;0.0;0.75;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16.24447400883688;44.35786734366931;-64.94072656183228,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
18.110853684437217;12.752840214923955;-34.10142696560345,0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.75;0.0;0.0
25.5495998774661;-7.680764091340358;-1.1226468000285594,0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.5;0.0;0.0
34.50999300787477;-4.136951645014708;25.868197501156676,0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.25;0.0;0.0
45.83013734686718;20.028389728642402;46.87686885739514,0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
32.7415223702637;-10.147941401120297;-19.305921184013787,0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0
38.87432687963524;-22.91963753347534;10.388143937806749,0.0;0.0;0.25;0.0;0.0;0.25;0.0;0.0;0.5;0.0;0.0
44.65866775997754;-18.893393934852092;33.03908186706699,0.0;0.0;0.25;0.0;0.0;0.5;0.0;0.0;0.25;0.0;0.0
56.82170056132033;13.051179388441358;54.4723071995626,0.0;0.0;0.25;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0
54.57037079977823;-40.239668742041324;26.33894831144653,0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0
59.53829524498353;-30.628988919245426;44.505786769570456,0.0;0.0;0.5;0.0;0.0;0.25;0.0;0.0;0.25;0.0;0.0
68.72683277606131;4.631708672008738;64.41304914350339,0.0;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0
74.34967113283167;-42.71531191441363;60.62473154802218,0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0
80.79796922046795;-4.869600889875702;75.9436628550341,0.0;0.0;0.75;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
8.82410291949763;-1.0259795936656686;11.54749994444137,0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.75;0.0
21.796271972797335;2.4220496351362586;26.92372921323498,0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.5;0.0
33.83310708654784;9.143451430631444;37.23535846751195,0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.25;0.0
45.83013734686718;20.028389728642402;46.87686885739514,0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
22.656602584517124;-14.133387006807553;23.911648170192347,0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0
34.19864532330063;-10.618171053033198;34.00730824982655,0.0;0.0;0.25;0.0;0.0;0.25;0.0;0.0;0.0;0.5;0.0
43.6239677824036;-1.3367114179996253;42.059504944120896,0.0;0.0;0.25;0.0;0.0;0.5;0.0;0.0;0.0;0.25;0.0
56.82170056132033;13.051179388441358;54.4723071995626,0.0;0.0;0.25;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0
47.51573576637877;-21.523491933675643;44.800938456399244,0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0
57.18498317315404;-11.461770191803167;52.37643007665479,0.0;0.0;0.5;0.0;0.0;0.25;0.0;0.0;0.0;0.25;0.0
68.72683277606131;4.631708672008738;64.41304914350339,0.0;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0
70.87533646821598;-21.701251080708918;66.50186132822076,0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0
80.79796922046795;-4.869600889875702;75.9436628550341,0.0;0.0;0.75;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19.312936634389438;-0.41324827279839993;-24.88657164896193,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
23.593526527328258;-12.75586811914925;-8.844136747440634,0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.75
29.205055614746946;-18.334466183554998;9.88400318704603,0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5
35.93842821963518;-7.780815615856057;28.62045966396629,0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.25
45.83013734686718;20.028389728642402;46.87686885739514,0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
40.35577496018412;-31.74677013083785;6.262624999739086,0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75
43.598472151936555;-32.90775329756649;21.4266158390661,0.0;0.0;0.25;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.5
46.3420003222383;-23.368703121284916;35.42203081850709,0.0;0.0;0.25;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.25
56.82170056132033;13.051179388441358;54.4723071995626,0.0;0.0;0.25;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0
59.78568277248836;-49.76875426324007;37.48768618215279,0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5
61.532733593837094;-34.99184354423296;48.43064819625741,0.0;0.0;0.5;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.25
68.72683277606131;4.631708672008738;64.41304914350339,0.0;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0
76.59613521696106;-47.12225568981954;64.60790876538529,0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25
80.79796922046795;-4.869600889875702;75.9436628550341,0.0;0.0;0.75;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
100.0;0.00526049995830391;-0.010408184525267927,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
90.01477255362954;1.7214551366412367;38.35615323918149,0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.75;0.0;0.0;0.0
81.81099720629652;11.29728165605659;64.14777784574517,0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;0.0;0.0
74.53273619465801;25.2815365956327;74.47461826288891,0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.25;0.0;0.0;0.0
67.64497183318726;41.34904304583387;74.38042449068686,0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
97.40130917521249;-9.596366332143669;36.02779230578066,0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0
88.5862829522084;-1.5504972458671995;63.71507757469204,0.0;0.0;0.25;0.0;0.0;0.0;0.25;0.5;0.0;0.0;0.0
80.60795942900913;11.817285137705802;78.0424792810923,0.0;0.0;0.25;0.0;0.0;0.0;0.5;0.25;0.0;0.0;0.0
73.14891929196875;28.161206509130622;76.844877469871,0.0;0.0;0.25;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0
95.57892949830014;-13.751606889197687;63.68182199868655,0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0
87.03328169407322;-1.1801585881687227;79.56829857921241,0.0;0.0;0.5;0.0;0.0;0.0;0.25;0.25;0.0;0.0;0.0
79.37159260360065;14.148354067695212;80.32762564204872,0.0;0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0
94.20729659133299;-14.489289249530357;80.6713580526524,0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0
85.96162239365037;0.3223420542054489;84.05438530063935,0.0;0.0;0.75;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16.24447400883688;44.35786734366931;-64.94072656183228,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
21.721802538509444;-3.93888919196439;-17.037210645338153,0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.75;0.0;0.0
33.27201522216784;-20.441978816364642;22.056323739599137,0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.5;0.0;0.0
46.49591182976006;-3.4082245361680696;47.84433717824938,0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.25;0.0;0.0
67.64497183318726;41.34904304583387;74.38042449068686,0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
32.7415223702637;-10.147941401120297;-19.305921184013787,0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0
43.520102842972975;-30.827121881578073;23.646283923900967,0.0;0.0;0.25;0.0;0.0;0.0;0.25;0.0;0.5;0.0;0.0
52.075528905366866;-17.893813111426738;47.055202306921515,0.0;0.0;0.25;0.0;0.0;0.0;0.5;0.0;0.25;0.0;0.0
73.14891929196875;28.161206509130622;76.844877469871,0.0;0.0;0.25;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0
54.57037079977823;-40.239668742041324;26.33894831144653,0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0
62.081851536413325;-31.5312999586857;51.272975757608016,0.0;0.0;0.5;0.0;0.0;0.0;0.25;0.0;0.25;0.0;0.0
79.37159260360065;14.148354067695212;80.32762564204872,0.0;0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0
74.34967113283167;-42.71531191441363;60.62473154802218,0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0
85.96162239365037;0.3223420542054489;84.05438530063935,0.0;0.0;0.75;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
12.960499387526486;-3.106376886050963;19.083309082195633,0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.75;0.0
29.588608139291352;4.388309510751393;38.903680604984224,0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.5;0.0
47.38458842548617;19.508370748096414;55.03752908108612,0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.25;0.0
67.64497183318726;41.34904304583387;74.38042449068686,0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
22.656602584517124;-14.133387006807553;23.911648170192347,0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0
38.00393686540963;-10.749347157077372;40.34735890451573,0.0;0.0;0.25;0.0;0.0;0.0;0.25;0.0;0.0;0.5;0.0
52.17357582264506;5.5162771099380725;54.976567471452476,0.0;0.0;0.25;0.0;0.0;0.0;0.5;0.0;0.0;0.25;0.0
73.14891929196875;28.161206509130622;76.844877469871,0.0;0.0;0.25;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0
47.51573576637877;-21.523491933675643;44.800938456399244,0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0
60.46209488680529;-8.75068150616637;58.50055585939538,0.0;0.0;0.5;0.0;0.0;0.0;0.25;0.0;0.0;0.25;0.0
79.37159260360065;14.148354067695212;80.32762564204872,0.0;0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0
70.87533646821598;-21.701251080708918;66.50186132822076,0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0
85.96162239365037;0.3223420542054489;84.05438530063935,0.0;0.0;0.75;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19.312936634389438;-0.41324827279839993;-24.88657164896193,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
27.53541659574104;-23.417867457707906;4.835045320540554,0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.75
36.67038355627773;-28.785396866308155;28.80355344634745,0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.5
48.13097131906865;-7.308034076449143;49.522783404809225,0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.25
67.64497183318726;41.34904304583387;74.38042449068686,0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
40.35577496018412;-31.74677013083785;6.262624999739086,0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75
48.004834304620516;-38.7468003073789;32.39131992200042,0.0;0.0;0.25;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.5
53.72845571147458;-21.986421105201604;49.376792512962766,0.0;0.0;0.25;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.25
73.14891929196875;28.161206509130622;76.844877469871,0.0;0.0;0.25;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0
59.78568277248836;-49.76875426324007;37.48768618215279,0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5
64.06088738229815;-35.80695080035995;54.797541495018955,0.0;0.0;0.5;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.25
79.37159260360065;14.148354067695212;80.32762564204872,0.0;0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0
76.59613521696106;-47.12225568981954;64.60790876538529,0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25
85.96162239365037;0.3223420542054489;84.05438530063935,0.0;0.0;0.75;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16.24447400883688;44.35786734366931;-64.94072656183228,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
37.47177749724922;37.194259996332164;-74.24350891760959,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.75;0.0;0.0
56.51694249810291;16.876100464424837;-60.20375794489175,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;0.0
77.00767299381772;1.3909360922369496;-31.518433033407888,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.25;0.0;0.0
100.0;0.00526049995830391;-0.010408184525267927,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
32.7415223702637;-10.147941401120297;-19.305921184013787,0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0
59.104199802360256;-25.696686548525694;-4.896216250967433,0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.25;0.5;0.0;0.0
