target_lab,target_weights
26.021723163607994;-6.521220354831769;-7.69797906577554,0.0;0.2;0.0;0.0;0.0;0.0;0.2;0.0;0.4;0.0;0.2
24.375508627652316;-0.6864106262851333;-11.493920921665113,0.0;0.2;0.0;0.0;0.0;0.0;0.2;0.0;0.6;0.0;0.0
38.64652079546869;-11.265657311369443;30.715743132979767,0.0;0.2;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.4
35.91668595262663;-10.054239320802239;27.416858013217816,0.0;0.2;0.0;0.0;0.0;0.0;0.4;0.0;0.2;0.0;0.2
36.08832790888418;-4.684222974058406;25.572280438196525,0.0;0.2;0.0;0.0;0.0;0.0;0.4;0.0;0.4;0.0;0.0
48.43875397449064;11.72846164283542;49.722498247475734,0.0;0.2;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.2
46.657498683383054;14.28900162732033;47.72771189126955,0.0;0.2;0.0;0.0;0.0;0.0;0.6;0.0;0.2;0.0;0.0
63.9330960492253;49.38350245580592;70.16688446919642,0.0;0.2;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0
25.985728777644816;5.160297704370597;-14.874778215579864,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
24.51029381527887;11.061090199041335;-20.440376593158195,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.4
22.688635906042414;18.64468696318883;-27.247191720959265,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.2
21.671386707338556;23.546183460599668;-32.80767671423296,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0
34.83898755687645;1.8701690147082672;18.808362837208904,0.0;0.4;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.4
32.756379249443675;0.32720232286226336;17.152073875117246,0.0;0.4;0.0;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.2
44.84145646750413;19.59430625313524;43.28137738179224,0.0;0.4;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.2
60.72247872079022;54.85290098142076;65.53588021336714,0.0;0.4;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0
31.858597035303582;16.544740775715606;4.8296363475665345,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4
30.62255264174548;21.402787644397876;-0.17633319031240546,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.2
29.374379004994253;24.48126338548412;-3.9908820918851395,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0
42.42071424942411;25.295371735432116;35.88273684165229,0.0;0.6;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.2
41.3021819477173;28.128641161071556;34.11796994890083,0.0;0.6;0.0;0.0;0.0;0.0;0.2;0.0;0.2;0.0;0.0
57.70391910312887;58.429656737608745;59.95852513518018,0.0;0.6;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0
40.850650159325845;36.838483298755996;27.051322884878214,0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2
52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19.312936634389438;-0.41324827279839993;-24.88657164896193,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
14.132558789657462;1.787997693966703;-23.631361620925173,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8
9.034111334892064;2.928128126955351;-21.203936979603938,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.6
4.827817510616622;1.0806632114403887;-15.276032259015244,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.4
1.9934145439211441;-0.2202472581503967;-5.8305339900148745,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.2
0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
25.768871640871822;-19.89627371358224;-0.9814715517632022,0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.8
21.243107996612032;-18.51781765283342;2.4064902180563896,0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2;0.6
16.596515810168285;-16.636034032662298;3.9439363276555617,0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.4;0.4
13.090890130313241;-9.819278337177009;12.63664727856808,0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.6;0.2
9.480675118885895;-2.9892543880303406;14.118925561532036,0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.8;0.0
32.866825353290906;-28.96349323919581;19.558344901686876,0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.6
29.024616486151757;-23.844499570501497;24.049640294921016,0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.2;0.4
25.32065874482585;-6.6061634656159605;25.158015806402528,0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.4;0.2
22.91371617486996;1.0657582312284808;31.840740969311288,0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.6;0.0
40.65878620209386;-24.096923904580432;36.9469228696667,0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.4
38.94998971758782;-5.8968614763385;41.88364504472752,0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.2;0.2
36.564953809576096;9.457335208542666;45.28335841887268,0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.4;0.0
51.08163806619734;0.8148641865276529;53.888095589219,0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.2
67.64497183318726;41.34904304583387;74.38042449068686,0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
22.237036339161307;2.8176246993164566;-26.159406174019285,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8
17.35666306006903;2.6423180854714126;-20.509500422061766,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.6
14.57207433774586;2.350782916868799;-17.305343782449256,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.4
10.812577296443948;4.595237970509536;-0.5939096507592945,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.2
7.71544249262416;10.599166064201887;7.660134364764954,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0
29.226288590991224;-14.704784378645641;3.546547590694471,0.0;0.2;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.6
25.818026365709876;-10.147204557272499;11.743531593862933,0.0;0.2;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2;0.4
22.813383158454933;-2.8853637530456;17.49187838699031,0.0;0.2;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.4;0.2
20.21526581297499;9.00965494073383;26.568427834518648,0.0;0.2;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.6;0.0
38.64652079546869;-11.265657311369443;30.715743132979767,0.0;0.2;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.4
35.84736838452337;5.23193510587422;35.687326150402995,0.0;0.2;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.2;0.2
33.699670950919504;16.289231549334314;40.48841052412889,0.0;0.2;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.4;0.0
48.43875397449064;11.72846164283542;49.722498247475734,0.0;0.2;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.2
48.15371457593366;31.840591204703227;54.938293112642434,0.0;0.2;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.2;0.0
63.9330960492253;49.38350245580592;70.16688446919642,0.0;0.2;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0
25.985728777644816;5.160297704370597;-14.874778215579864,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
22.866197121828712;7.486026002954005;-4.2543505704859985,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.4
20.589957801315492;18.90975984599999;4.977819861131327,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.2
19.319887068746908;21.836523419721228;20.95529770207442,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0
34.83898755687645;1.8701690147082672;18.808362837208904,0.0;0.4;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.4
32.646979156442335;13.200255248635662;27.080601297200534,0.0;0.4;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2;0.2
44.84145646750413;19.59430625313524;43.28137738179224,0.0;0.4;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.2
60.72247872079022;54.85290098142076;65.53588021336714,0.0;0.4;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0
31.858597035303582;16.544740775715606;4.8296363475665345,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4
30.836797158893106;25.586981602759156;17.233274405513043,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2
30.542112064345673;34.37304605678263;30.78868126488375,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0
42.42071424942411;25.295371735432116;35.88273684165229,0.0;0.6;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.2
42.88829170095415;41.76198593615721;45.377639390575844,0.0;0.6;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2;0.0
57.70391910312887;58.429656737608745;59.95852513518018,0.0;0.6;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0
40.850650159325845;36.838483298755996;27.051322884878214,0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2
52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1.3431488327474241;2.3243416050306305;-9.539943220473408,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8;0.0
3.3002504316079317;10.741476495940343;-25.999745551649866,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.6;0.0
6.674291447821794;25.210602737439455;-40.664994512957605,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.4;0.0
11.32970673047987;34.64284450945636;-52.5472864629218,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.2;0.0
16.24447400883688;44.35786734366931;-64.94072656183228,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
21.053429841633253;1.3435181969300158;-0.9562900953391851,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.8;0.0
22.77525796924173;5.0154899706992;-15.26728722350038,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.6;0.0
31.906913643266655;20.03058977044725;-55.112003607684024,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.4;0.4;0.0
32.62266094238928;32.80749939600327;-67.64461734322313,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.6;0.2;0.0
33.42382404285411;40.41324221627723;-74.53349922915615,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8;0.0;0.0
41.94019954901626;2.0123260421860687;-1.8500155350114844,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.6;0.0
43.40816080088129;4.074117777068842;-20.938584083039903,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.2;0.4;0.0
45.62347704528915;11.35036906502046;-44.73348519710907,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.4;0.2;0.0
48.90910859803907;24.881866559148147;-67.49368635399497,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.6;0.0;0.0
60.97031980121143;2.2684016319087785;-2.7804012877600703,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.4;0.0
62.457550065219806;1.7530482661144986;-24.430072295199466,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.2;0.2;0.0
64.51053364463533;8.996392196114533;-49.59981320567508,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.4;0.0;0.0
79.80630167601258;1.6174893514159239;-2.2600622405689164,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.2;0.0
100.0;0.00526049995830391;-0.010408184525267927,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
7.71544249262416;10.599166064201887;7.660134364764954,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0
9.067183731691852;11.582551707017135;-6.168231848418804,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.6;0.0
12.028821341968111;21.08063920110685;-38.67259293764958,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.4;0.0
14.657548395889993;28.678852779666087;-47.66575855564808,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.2;0.0
17.614197058211573;34.734277946499915;-54.403746608209744,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0
29.857484454736337;12.525134592286518;5.68459882403205,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.6;0.0
27.993294915942222;22.183070353095886;-17.37660522107958,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.4;0.0
35.63528569503423;21.07909282996079;-56.19148310054908,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.4;0.2;0.0
34.27924124254706;28.101457306129536;-56.56734231035008,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.6;0.0;0.0
49.08968591545374;15.408119987875335;6.6688971826769805,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.4;0.0
48.77811647967464;15.088072910439564;-13.599903462780926,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.4;0.2;0.2;0.0
49.52587748541305;18.645237639823176;-36.62079971616414,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.4;0.4;0.0;0.0
67.20080681397548;17.72156707789313;6.285698675658691,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.2;0.0
66.99501467766741;14.997703743434066;-14.930367926197906,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.6;0.2;0.0;0.0
86.07912429047326;16.636355067005226;7.411087786216819,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0
19.319887068746908;21.836523419721228;20.95529770207442,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0
19.38145616631948;22.245852057306585;-0.26518698748517755,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.4;0.0
19.842514657456405;17.680714141444092;-14.977295849044614,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.2;0.0
21.671386707338556;23.546183460599668;-32.80767671423296,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0
36.62666967943566;40.057303743754716;8.682196315847968,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.4;0.0
38.27061842208949;24.033437612955428;-0.7320800179585585,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.2;0.0
56.99552266525541;31.932289229933907;15.723000137493326,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.2;0.0
75.1507685375542;32.015724386046884;14.458109440968192,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0
30.542112064345673;34.37304605678263;30.78868126488375,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0
29.446916153232323;27.74796129146137;14.0571566253316,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.0
29.374379004994253;24.48126338548412;-3.9908820918851395,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0
48.53650482942638;42.15198237215556;25.84245715775858,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.2;0.0
47.22974032955016;35.966557053512375;9.276702846576102,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.0
66.22088552690369;44.89453699315993;21.978000941915198,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0
41.50995177454076;47.69771323929744;38.841513788491824,0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0
52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19.312936634389438;-0.41324827279839993;-24.88657164896193,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
18.029138248072783;8.69825727926085;-33.60212125327378,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.8
17.031168815554253;17.757162699976544;-41.81657634604352,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.6
16.255049587703695;27.538283518700357;-50.255100472260054,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.4
16.00308257402351;36.27123907581159;-57.739895025770096,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.2
16.24447400883688;44.35786734366931;-64.94072656183228,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
42.69731543284229;-4.189573890838183;-35.98551512566108,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.8
39.86226604862845;6.404866992430564;-45.826561598859215,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.6
38.39352131008655;21.515844346931406;-61.1413837341689,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.4;0.0;0.4
36.072562931378435;31.7019917908401;-69.01525086909402,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.6;0.0;0.2
33.42382404285411;40.41324221627723;-74.53349922915615,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8;0.0;0.0
58.36258594936049;-8.600824066753054;-37.225383667084785,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.6
55.03859354748296;2.288882225104094;-47.525714552485624,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.2;0.0;0.4
51.81149542430872;13.141102763225664;-57.1819002513452,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.4;0.0;0.2
48.90910859803907;24.881866559148147;-67.49368635399497,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.6;0.0;0.0
70.99699812571039;-10.580168915863219;-30.175801869454943,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.4
67.69347730857459;-1.033492072556652;-39.668375795697216,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.2;0.0;0.2
64.51053364463533;8.996392196114533;-49.59981320567508,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.4;0.0;0.0
84.26506526664068;-7.80529723594009;-16.630747540437053,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.2
100.0;0.00526049995830391;-0.010408184525267927,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
22.237036339161307;2.8176246993164566;-26.159406174019285,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8
20.86199668964717;10.350920629245087;-32.94164367017663,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.6
19.141710232041405;21.85455548187737;-44.19156525406572,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.4
18.56877608804377;28.2232642646702;-49.634545699923216,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.2
17.614197058211573;34.734277946499915;-54.403746608209744,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0
41.51782663774195;-1.5210311081297334;-28.22465669596923,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.6
38.57037549213857;7.4436690803051935;-35.26046779938275,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.4
36.81820307632693;19.381852053135695;-51.2705692299091,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.4;0.0;0.2
34.27924124254706;28.101457306129536;-56.56734231035008,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.6;0.0;0.0
54.96974250503084;2.0389876267263296;-20.069360668568148,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.4
52.1726331989214;10.112787501411535;-27.843497962612517,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.4;0.2;0.0;0.2
49.52587748541305;18.645237639823176;-36.62079971616414,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.4;0.4;0.0;0.0
69.46309471095269;8.556949956311566;-6.773746730982566,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.2
66.99501467766741;14.997703743434066;-14.930367926197906,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.6;0.2;0.0;0.0
86.07912429047326;16.636355067005226;7.411087786216819,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0
25.985728777644816;5.160297704370597;-14.874778215579864,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
24.51029381527887;11.061090199041335;-20.440376593158195,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.4
22.688635906042414;18.64468696318883;-27.247191720959265,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.2
21.671386707338556;23.546183460599668;-32.80767671423296,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0
42.66201815900579;11.184514169398197;-8.580270410632163,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.4
40.25655367972015;18.505437213984425;-14.654075045680049,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.2
58.165874109021246;21.484678460987894;3.198687696000624,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.2
75.1507685375542;32.015724386046884;14.458109440968192,0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0
31.858597035303582;16.544740775715606;4.8296363475665345,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4
30.62255264174548;21.402787644397876;-0.17633319031240546,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.2
29.374379004994253;24.48126338548412;-3.9908820918851395,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0
48.769449235816296;32.16407785981734;13.849805550191762,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2
47.22974032955016;35.966557053512375;9.276702846576102,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.0
66.22088552690369;44.89453699315993;21.978000941915198,0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0
40.850650159325845;36.838483298755996;27.051322884878214,0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2
52.370344868584624;61.09238608164025;44.41743162254441,0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19.312936634389438;-0.41324827279839993;-24.88657164896193,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
14.132558789657462;1.787997693966703;-23.631361620925173,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8
9.034111334892064;2.928128126955351;-21.203936979603938,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.6
4.827817510616622;1.0806632114403887;-15.276032259015244,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.4
1.9934145439211441;-0.2202472581503967;-5.8305339900148745,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.2
0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
42.69731543284229;-4.189573890838183;-35.98551512566108,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.8
36.31424510057526;-4.579372371099594;-29.203856736842603,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.2;0.6
32.91274091515905;-2.5436759554354484;-29.02230030768378,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.4;0.4
25.179931474946336;-1.3262639351496464;-10.252819389690726,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.6;0.2
21.053429841633253;1.3435181969300158;-0.9562900953391851,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.8;0.0
58.36258594936049;-8.600824066753054;-37.225383667084785,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.6
51.90230185450369;-8.20833928185516;-26.160402738368703,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.2;0.4
46.00823867619015;-4.178073472519362;-12.780308324850909,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.4;0.2
41.94019954901626;2.0123260421860687;-1.8500155350114844,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.6;0.0
70.99699812571039;-10.580168915863219;-30.175801869454943,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.4
65.34602550588245;-5.842267630577824;-15.544121108784402,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.2;0.2
60.97031980121143;2.2684016319087785;-2.7804012877600703,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.4;0.0
84.26506526664068;-7.80529723594009;-16.630747540437053,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.2
100.0;0.00526049995830391;-0.010408184525267927,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
22.237036339161307;2.8176246993164566;-26.159406174019285,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8
17.35666306006903;2.6423180854714126;-20.509500422061766,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.6
14.57207433774586;2.350782916868799;-17.305343782449256,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.4
10.812577296443948;4.595237970509536;-0.5939096507592945,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.2
7.71544249262416;10.599166064201887;7.660134364764954,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0
41.51782663774195;-1.5210311081297334;-28.22465669596923,0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.6
