target_lab,target_weights
32.112010421859175;55.57715769733368;-81.89570995877071,0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
97.89025452326783;-8.327033407303396;29.657847850954113,0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0
84.91528196424593;-12.255442937830486;15.213345720621696,0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.6;0.0;0.0;0.0
71.45830685573651;-10.878599565239288;-0.7667390649489736,0.0;0.0;0.2;0.4;0.0;0.0;0.0;0.4;0.0;0.0;0.0
57.22590919697298;-4.366037566641722;-17.23358970485449,0.0;0.0;0.2;0.6;0.0;0.0;0.0;0.2;0.0;0.0;0.0
42.68894436593283;6.530524784000347;-31.695957657520957,0.0;0.0;0.2;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0
96.34673879664142;-12.752508131310957;53.66107305643739,0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0
84.63996368665724;-21.97105455269349;42.54956271619048,0.0;0.0;0.4;0.2;0.0;0.0;0.0;0.4;0.0;0.0;0.0
71.32281969458047;-25.012001021776086;27.707125035733227,0.0;0.0;0.4;0.4;0.0;0.0;0.0;0.2;0.0;0.0;0.0
56.65876440622745;-22.175556768173287;12.774290949122724,0.0;0.0;0.4;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0
95.14487388481732;-14.641448139720293;71.96873944139351,0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0
83.63159789014945;-26.890928528536197;60.315480219185666,0.0;0.0;0.6;0.2;0.0;0.0;0.0;0.2;0.0;0.0;0.0
69.33389705757116;-31.94297303314547;45.34980341901613,0.0;0.0;0.6;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93.91316346334442;-14.294834554294866;82.8005102718082,0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16.24447400883688;44.35786734366931;-64.94072656183228,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
20.25614854789056;47.77613310110929;-70.66481984066777,0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.8;0.0;0.0
23.66039501100638;50.600902891379526;-75.31185039326523,0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.6;0.0;0.0
26.71911065238924;52.498234978771904;-78.57175784610035,0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.4;0.0;0.0
29.378703867709575;54.07046431132065;-80.62057602711111,0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.2;0.0;0.0
32.112010421859175;55.57715769733368;-81.89570995877071,0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28.59748445224485;-0.1993303484786879;-29.597465224688513,0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0
32.637324442537235;0.9886064435907504;-31.928396413787752,0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.6;0.0;0.0
36.24507045726821;2.0235810309811866;-32.325515741258116,0.0;0.0;0.2;0.4;0.0;0.0;0.0;0.0;0.4;0.0;0.0
39.59821136986842;3.9751416798342043;-32.4346253915885,0.0;0.0;0.2;0.6;0.0;0.0;0.0;0.0;0.2;0.0;0.0
42.68894436593283;6.530524784000347;-31.695957657520957,0.0;0.0;0.2;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0
45.93808958905787;-31.471427039380025;8.889803187924706,0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0
50.033558030710935;-30.0999255675527;10.657593472222437,0.0;0.0;0.4;0.2;0.0;0.0;0.0;0.0;0.4;0.0;0.0
53.58733120574226;-26.90264127684705;11.158451627154387,0.0;0.0;0.4;0.4;0.0;0.0;0.0;0.0;0.2;0.0;0.0
56.65876440622745;-22.175556768173287;12.774290949122724,0.0;0.0;0.4;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0
62.73498437707322;-44.27130704280402;41.254208376884826,0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0
66.62247557069637;-40.108562823165826;43.22053310699822,0.0;0.0;0.6;0.2;0.0;0.0;0.0;0.0;0.2;0.0;0.0
69.33389705757116;-31.94297303314547;45.34980341901613,0.0;0.0;0.6;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0
78.06830858400477;-39.6292997490611;66.77615196520136,0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
4.210346406151885;5.901422099101203;-13.076533356375093,0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.8;0.0
10.914227347582628;18.35200144359776;-29.441499097737474,0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.6;0.0
18.19624173394552;29.567182273303487;-45.697561610258894,0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.4;0.0
25.062470628571518;42.05049374268566;-63.25002481112351,0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.2;0.0
32.112010421859175;55.57715769733368;-81.89570995877071,0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17.180763563110183;-11.17325306909983;19.02813580182297,0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0
23.997006472420253;-7.574958658633752;7.926737807970607,0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.6;0.0
29.049267859477027;-6.5626395178627615;-8.307353019259578,0.0;0.0;0.2;0.4;0.0;0.0;0.0;0.0;0.0;0.4;0.0
36.46305977608221;-2.1972258747115503;-15.903403292866948,0.0;0.0;0.2;0.6;0.0;0.0;0.0;0.0;0.0;0.2;0.0
42.68894436593283;6.530524784000347;-31.695957657520957,0.0;0.0;0.2;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37.7852781974453;-19.02395943461893;36.641486882483,0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0
44.765446558999336;-23.296081644680445;35.04624122268947,0.0;0.0;0.4;0.2;0.0;0.0;0.0;0.0;0.0;0.4;0.0
50.59832824451091;-22.710189101745158;23.10459510066928,0.0;0.0;0.4;0.4;0.0;0.0;0.0;0.0;0.0;0.2;0.0
56.65876440622745;-22.175556768173287;12.774290949122724,0.0;0.0;0.4;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0
57.09687655314363;-22.73434286597159;53.49012884637781,0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0
63.302779906779506;-28.450572950532937;50.24192696441069,0.0;0.0;0.6;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.0
69.33389705757116;-31.94297303314547;45.34980341901613,0.0;0.0;0.6;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75.38612663846997;-21.213111926218886;70.59222227054958,0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19.312936634389438;-0.41324827279839993;-24.88657164896193,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
23.33270421449828;10.591451033501176;-38.678907547655264,0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.8
26.144106668169535;22.418314939453204;-51.69722780149514,0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.6
28.29859162869267;34.39492345827308;-63.40882929618342,0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.4
30.367744741380612;44.99599201254318;-73.09945894972154,0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.2
32.112010421859175;55.57715769733368;-81.89570995877071,0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36.1496353946591;-26.276522620881703;-0.426281690523167,0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8
39.10795609668287;-21.4100976472133;-7.729924708180502,0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.6
41.112216035360824;-15.131078385716062;-15.027468572270575,0.0;0.0;0.2;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.4
42.16657568849565;-5.603415499882636;-22.402584475195543,0.0;0.0;0.2;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.2
42.68894436593283;6.530524784000347;-31.695957657520957,0.0;0.0;0.2;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0
52.158572833399944;-44.27212221316273;25.24973827013405,0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
54.545833653647875;-39.959521022048136;21.900154405547433,0.0;0.0;0.4;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.4
55.928800494108046;-32.171849515315266;16.662308371958858,0.0;0.0;0.4;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.2
56.65876440622745;-22.175556768173287;12.774290949122724,0.0;0.0;0.4;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66.57036741032297;-51.60382988262202;48.81446121634207,0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4
68.62631521022095;-44.20554807565691;47.395372600174724,0.0;0.0;0.6;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.2
69.33389705757116;-31.94297303314547;45.34980341901613,0.0;0.0;0.6;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0
80.0301711489412;-43.21523602795385;69.57022496312602,0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
45.83013734686718;20.028389728642402;46.87686885739514,0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
44.535108729356345;31.008513876491506;46.2968731094648,0.0;0.0;0.0;0.0;0.2;0.8;0.0;0.0;0.0;0.0;0.0
43.46282271303063;39.518512333109825;44.93413292932162,0.0;0.0;0.0;0.0;0.4;0.6;0.0;0.0;0.0;0.0;0.0
42.265683726665834;46.15903963389023;42.70925908234676,0.0;0.0;0.0;0.0;0.6;0.4;0.0;0.0;0.0;0.0;0.0
41.383862162222215;51.36535215832891;39.49544952093845,0.0;0.0;0.0;0.0;0.8;0.2;0.0;0.0;0.0;0.0;0.0
40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
54.837594679091396;14.577667560445317;52.87151289431813,0.0;0.0;0.2;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0
52.419262725679005;29.27988138142984;50.045642468493334,0.0;0.0;0.2;0.0;0.2;0.6;0.0;0.0;0.0;0.0;0.0
50.85636099691179;37.241304526583754;47.04644569038584,0.0;0.0;0.2;0.0;0.4;0.4;0.0;0.0;0.0;0.0;0.0
49.052090153363594;46.112704038958675;43.568081752381595,0.0;0.0;0.2;0.0;0.6;0.2;0.0;0.0;0.0;0.0;0.0
47.83143697273231;52.20495120405017;39.26501061554384,0.0;0.0;0.2;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0
63.84344708055238;8.292618655880378;60.00635004616025,0.0;0.0;0.4;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0
60.46383265233794;24.704430496934325;54.35267820673898,0.0;0.0;0.4;0.0;0.2;0.4;0.0;0.0;0.0;0.0;0.0
58.213820791003315;34.77529973454707;50.66389724161161,0.0;0.0;0.4;0.0;0.4;0.2;0.0;0.0;0.0;0.0;0.0
56.168759773386725;44.887120965453384;45.93647915227296,0.0;0.0;0.4;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0
73.47208977588713;0.6055735733775935;68.89606307246203,0.0;0.0;0.6;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0
69.24138136591026;17.451004266544224;61.85435826812279,0.0;0.0;0.6;0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.0
66.27404238618887;31.031184619643327;56.51288080211191,0.0;0.0;0.6;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
83.30420273275477;-6.829175534869114;78.44849535726766,0.0;0.0;0.8;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67.64497183318726;41.34904304583387;74.38042449068686,0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
60.60862996469871;49.52083335427243;67.22618005203802,0.0;0.0;0.0;0.0;0.2;0.0;0.8;0.0;0.0;0.0;0.0
54.617327548794606;53.59060616030531;60.758869023958674,0.0;0.0;0.0;0.0;0.4;0.0;0.6;0.0;0.0;0.0;0.0
49.5847954446498;55.12135822248343;54.36832438500049,0.0;0.0;0.0;0.0;0.6;0.0;0.4;0.0;0.0;0.0;0.0
45.08472371591982;55.2565282891172;46.629190307325075,0.0;0.0;0.0;0.0;0.8;0.0;0.2;0.0;0.0;0.0;0.0
40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
72.04740532497974;30.733527759925884;76.35589361743646,0.0;0.0;0.2;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0
63.99488271484863;41.8796714188045;66.8939797315461,0.0;0.0;0.2;0.0;0.2;0.0;0.6;0.0;0.0;0.0;0.0
58.25910145465414;46.79224024513928;59.13499713023419,0.0;0.0;0.2;0.0;0.4;0.0;0.4;0.0;0.0;0.0;0.0
52.889838112055656;50.21543636373643;49.81220156462355,0.0;0.0;0.2;0.0;0.6;0.0;0.2;0.0;0.0;0.0;0.0
47.83143697273231;52.20495120405017;39.26501061554384,0.0;0.0;0.2;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0
76.78409841803895;19.857680241605667;78.86994582742588,0.0;0.0;0.4;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0
67.88750655624773;33.366297588473145;66.78590742442728,0.0;0.0;0.4;0.0;0.2;0.0;0.4;0.0;0.0;0.0;0.0
62.11645725889643;39.07270276068914;57.53100150594,0.0;0.0;0.4;0.0;0.4;0.0;0.2;0.0;0.0;0.0;0.0
56.168759773386725;44.887120965453384;45.93647915227296,0.0;0.0;0.4;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0
82.01933583569215;8.470556299480291;81.84541504019482,0.0;0.0;0.6;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0
73.3940622412643;21.3887117617782;69.54612428922741,0.0;0.0;0.6;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.0
66.27404238618887;31.031184619643327;56.51288080211191,0.0;0.0;0.6;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
87.46151539470895;-2.704938539559165;85.03901846262356,0.0;0.0;0.8;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
100.0;0.00526049995830391;-0.010408184525267927,0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
82.52771402602404;22.054552358312442;-1.5602111665863339,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.8;0.0;0.0;0.0
68.56353146192134;40.751102779461924;-0.7542598860111882,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.6;0.0;0.0;0.0
57.6446588233495;52.64739380183625;4.345358306733904,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.4;0.0;0.0;0.0
48.62895178295267;56.91216045994957;15.060552623312828,0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.2;0.0;0.0;0.0
40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
97.89025452326783;-8.327033407303396;29.657847850954113,0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0
81.39456500925783;14.919600579674452;26.24638867076694,0.0;0.0;0.2;0.0;0.2;0.0;0.0;0.6;0.0;0.0;0.0
68.10680307009402;33.69414957840089;25.424665146967218,0.0;0.0;0.2;0.0;0.4;0.0;0.0;0.4;0.0;0.0;0.0
57.09207951068919;46.99189762476386;29.134633995166116,0.0;0.0;0.2;0.0;0.6;0.0;0.0;0.2;0.0;0.0;0.0
47.83143697273231;52.20495120405017;39.26501061554384,0.0;0.0;0.2;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0
96.34673879664142;-12.752508131310957;53.66107305643739,0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0
80.48545648953024;11.199228765009062;47.69829505401688,0.0;0.0;0.4;0.0;0.2;0.0;0.0;0.4;0.0;0.0;0.0
67.9477115907909;29.488813325433572;47.02250952055766,0.0;0.0;0.4;0.0;0.4;0.0;0.0;0.2;0.0;0.0;0.0
56.168759773386725;44.887120965453384;45.93647915227296,0.0;0.0;0.4;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0
95.14487388481732;-14.641448139720293;71.96873944139351,0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0
79.6443613017218;9.941405870774911;63.285738990376416,0.0;0.0;0.6;0.0;0.2;0.0;0.0;0.2;0.0;0.0;0.0
66.27404238618887;31.031184619643327;56.51288080211191,0.0;0.0;0.6;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
93.91316346334442;-14.294834554294866;82.8005102718082,0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16.24447400883688;44.35786734366931;-64.94072656183228,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
16.377741456901653;43.23491665854326;-60.90574673895603,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.8;0.0;0.0
17.649247825827885;37.24592893857476;-45.887744257173466,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.6;0.0;0.0
22.39195245426083;35.17910740644914;-21.505384206854174,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.4;0.0;0.0
30.414215406529856;41.43896708363101;7.992285655284803,0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.2;0.0;0.0
40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
28.59748445224485;-0.1993303484786879;-29.597465224688513,0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0
28.01691160744786;6.025598976285545;-24.04889097162266,0.0;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.6;0.0;0.0
31.441302516981644;14.411154603054005;-2.996270536867074,0.0;0.0;0.2;0.0;0.4;0.0;0.0;0.0;0.4;0.0;0.0
38.341263697067134;32.017697424285146;19.125568260978554,0.0;0.0;0.2;0.0;0.6;0.0;0.0;0.0;0.2;0.0;0.0
47.83143697273231;52.20495120405017;39.26501061554384,0.0;0.0;0.2;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0
45.93808958905787;-31.471427039380025;8.889803187924706,0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0
45.04133790236843;-13.054822792944565;16.870248085487138,0.0;0.0;0.4;0.0;0.2;0.0;0.0;0.0;0.4;0.0;0.0
48.837562246988085;10.952886999846424;31.873982298750413,0.0;0.0;0.4;0.0;0.4;0.0;0.0;0.0;0.2;0.0;0.0
56.168759773386725;44.887120965453384;45.93647915227296,0.0;0.0;0.4;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0
62.73498437707322;-44.27130704280402;41.254208376884826,0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0
61.78925045410827;-13.113379226154132;45.94284324464769,0.0;0.0;0.6;0.0;0.2;0.0;0.0;0.0;0.2;0.0;0.0
66.27404238618887;31.031184619643327;56.51288080211191,0.0;0.0;0.6;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
78.06830858400477;-39.6292997490611;66.77615196520136,0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.0,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
5.386528516944875;11.863052351470158;4.179063408790262,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.8;0.0
14.674048368202609;24.748930796578417;14.22672759201048,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.6;0.0
23.454631101972872;35.53533235962841;21.954542403166965,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.4;0.0
32.220275033022865;45.38937057945491;28.876233024235475,0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.2;0.0
40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
17.180763563110183;-11.17325306909983;19.02813580182297,0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0
25.154837578263084;1.3231937589432419;23.61810617057314,0.0;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.6;0.0
30.619887116919543;30.900209938697383;28.943197745774807,0.0;0.0;0.2;0.0;0.4;0.0;0.0;0.0;0.0;0.4;0.0
39.35613811555867;43.606423200176856;34.26434875948575,0.0;0.0;0.2;0.0;0.6;0.0;0.0;0.0;0.0;0.2;0.0
47.83143697273231;52.20495120405017;39.26501061554384,0.0;0.0;0.2;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0
37.7852781974453;-19.02395943461893;36.641486882483,0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0
44.60862654726646;3.0590689707216123;42.51178112555438,0.0;0.0;0.4;0.0;0.2;0.0;0.0;0.0;0.0;0.4;0.0
48.829324472280746;24.653050265825982;42.483926252318305,0.0;0.0;0.4;0.0;0.4;0.0;0.0;0.0;0.0;0.2;0.0
56.168759773386725;44.887120965453384;45.93647915227296,0.0;0.0;0.4;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0
57.09687655314363;-22.73434286597159;53.49012884637781,0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0
60.51967157705636;4.280851660900364;53.65131575062754,0.0;0.0;0.6;0.0;0.2;0.0;0.0;0.0;0.0;0.2;0.0
66.27404238618887;31.031184619643327;56.51288080211191,0.0;0.0;0.6;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
75.38612663846997;-21.213111926218886;70.59222227054958,0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19.312936634389438;-0.41324827279839993;-24.88657164896193,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
18.776986961297006;13.47743560977674;-34.33565141622903,0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.8
20.162843813890547;19.69891097797902;-28.677038847641157,0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.6
24.536884346832352;27.401509627410363;-10.794999857281562,0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.4
31.478824619612418;39.61751551920209;12.151412070497846,0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.2
40.362733626571746;54.79863856636899;33.349081115326264,0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
36.1496353946591;-26.276522620881703;-0.426281690523167,0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8
33.94936900870588;-13.438409941410878;-2.258078956536025,0.0;0.0;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.6
34.9084162899622;5.163926321574253;5.858838462237648,0.0;0.0;0.2;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.4
39.73217415139966;28.911454636067646;22.780178147513098,0.0;0.0;0.2;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.2
47.83143697273231;52.20495120405017;39.26501061554384,0.0;0.0;0.2;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0
52.158572833399944;-44.27212221316273;25.24973827013405,0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
49.13485714672568;-22.39815521021099;26.201080528396027,0.0;0.0;0.4;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.4
50.128044182085944;7.908385537657936;34.495634935663155,0.0;0.0;0.4;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.2
56.168759773386725;44.887120965453384;45.93647915227296,0.0;0.0;0.4;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0
66.57036741032297;-51.60382988262202;48.81446121634207,0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4
63.67700403884396;-17.411836677464766;49.35519959030352,0.0;0.0;0.6;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.2
66.27404238618887;31.031184619643327;56.51288080211191,0.0;0.0;0.6;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
80.0301711489412;-43.21523602795385;69.57022496312602,0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2
93.05467216824698;-13.52443756677374;88.24413337218287,0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67.64497183318726;41.34904304583387;74.38042449068686,0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
62.44285927983623;36.431438342186595;68.40727473657721,0.0;0.0;0.0;0.0;0.0;0.2;0.8;0.0;0.0;0.0;0.0
57.81362349008792;32.07807928645495;62.88275676419413,0.0;0.0;0.0;0.0;0.0;0.4;0.6;0.0;0.0;0.0;0.0
53.499118848058146;27.496066038175115;57.33577257743278,0.0;0.0;0.0;0.0;0.0;0.6;0.4;0.0;0.0;0.0;0.0
49.42681017147308;23.652709716122157;51.880153242098835,0.0;0.0;0.0;0.0;0.0;0.8;0.2;0.0;0.0;0.0;0.0
45.83013734686718;20.028389728642402;46.87686885739514,0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
72.04740532497974;30.733527759925884;76.35589361743646,0.0;0.0;0.2;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0
66.58035527352224;26.636413354742373;69.58569505245225,0.0;0.0;0.2;0.0;0.0;0.2;0.6;0.0;0.0;0.0;0.0
62.59962873102852;22.405411688622976;64.24817187055586,0.0;0.0;0.2;0.0;0.0;0.4;0.4;0.0;0.0;0.0;0.0
